temperature,humidity,humidity_ratio,light,co2
71.4,24.5,0.0039760854761051,0.0,694.75
71.27,24.4175,0.0039443892826123,0.0,697.25
71.28,24.4633333333333,0.0039538650728109,0.0,692.0
71.22,24.39,0.0039338681379609,0.0,691.0
71.22,24.39,0.0039338681379609,0.0,689.75
71.22,24.39,0.0039338681379609,0.0,689.0
71.18,24.39,0.0039284295374367,0.0,687.0
71.18,24.365,0.0039243774514047,0.0,679.75
71.16,24.35,0.0039186916601666,0.0,668.4
71.06,24.29,0.0038960130145852,0.0,665.666666666667
71.06,24.29,0.0038960130145852,0.0,664.75
71.06,24.29,0.0038960130145852,0.0,668.0
71.06,24.29,0.0038960130145852,0.0,661.25
70.95,24.236,0.0038729719939613,0.0,658.2
70.88,24.2,0.0038576731827532,0.0,656.0
70.88,24.2,0.0038576731827532,0.0,654.8
70.88,24.2225,0.003861282127931,0.0,653.75
70.7,24.26,0.0038435524030295,0.0,650.333333333333
70.7,24.2,0.0038339879085467,0.0,650.75
70.79,24.2,0.0038458144762779,0.0,648.25
70.7,24.2,0.0038339879085467,0.0,640.333333333333
70.7,24.2,0.0038339879085467,0.0,638.0
70.7,24.2,0.0038339879085467,0.0,636.25
70.7,24.2,0.0038339879085467,0.0,636.333333333333
70.7,24.15,0.0038260177197901,0.0,635.75
70.7,24.175,0.0038300027887925,0.0,635.5
70.7,24.125,0.0038220327015384,0.0,627.5
70.7,24.15,0.0038260177197901,0.0,626.25
70.7,24.125,0.0038220327015384,0.0,621.5
70.7,24.1,0.0038180477340365,0.0,621.75
70.7,24.1,0.0038180477340365,0.0,620.666666666667
70.7,24.1,0.0038180477340365,0.0,617.0
70.7,24.1,0.0038180477340365,0.0,612.75
70.65,24.075,0.0038076058153611,0.0,614.5
70.5,24.0,0.0037764193861109,0.0,617.333333333333
70.57,23.9266666666667,0.0037733300018249,0.0,614.25
70.5,23.9725,0.0037720659972821,0.0,610.75
70.5,23.9175,0.0037633594013354,0.0,603.0
70.5,23.945,0.003767712669024,0.0,603.5
70.46,23.89,0.0037532161493875,0.0,602.0
70.38,24.0,0.0037609248571389,0.0,605.666666666667
70.41,23.9725,0.0037604533217008,0.0,604.5
70.37,23.9725,0.0037546588075488,0.0,599.0
70.44,24.0,0.0037686651040406,0.0,600.0
70.5,23.9725,0.0037720659972821,0.0,596.5
70.37,23.89,0.0037416596327326,0.0,597.5
70.32,23.945,0.0037445457633643,0.0,594.0
70.32,23.9725,0.0037488721635234,0.0,590.5
70.32,23.89,0.0037358931425189,0.0,586.666666666667
70.32,23.9266666666667,0.0037416615298276,0.0,588.0
70.32,23.89,0.0037358931425189,0.0,585.5
70.32,23.89,0.0037358931425189,0.0,584.5
70.26,23.85,0.0037213245372262,0.0,587.2
70.21,23.8233333333333,0.0037116367952513,0.0,585.0
70.19,23.81,0.0037068003102317,0.0,579.4
70.16,23.79,0.0036995548034611,0.0,579.333333333333
70.16,23.79,0.0036995548034611,0.0,581.6
70.16,23.79,0.0036995548034611,0.0,581.666666666667
70.16,23.79,0.0036995548034611,0.0,577.5
70.16,23.79,0.0036995548034611,0.0,577.333333333333
70.16,23.7675,0.0036960350636578,0.0,574.25
70.16,23.745,0.0036925153634534,0.0,569.0
70.16,23.76,0.0036948618258565,0.0,565.333333333333
70.16,23.7,0.0036854760818385,0.0,561.4
70.16,23.79,0.0036995548034611,0.0,567.333333333333
70.12,23.7,0.0036797916635987,0.0,565.333333333333
70.1,23.7,0.0036778985751948,0.0,563.5
70.03,23.675,0.0036645535334741,0.0,559.0
69.98,23.65,0.0036550119359932,0.0,559.5
70.03,23.65,0.0036606611147234,0.0,550.5
69.98,23.6,0.0036472393272515,0.0,553.0
70.04,23.6,0.0036547571596221,0.0,552.0
69.98,23.6,0.0036472393272515,0.0,553.25
69.98,23.6,0.0036472393272515,0.0,545.75
69.98,23.6,0.0036472393272515,0.0,548.0
69.98,23.6,0.0036472393272515,0.0,547.0
69.98,23.575,0.0036433530953004,0.0,545.75
69.98,23.5333333333333,0.0036368761493341,0.0,544.0
69.98,23.4725,0.0036274200490447,0.0,545.5
69.98,23.4725,0.0036274200490447,0.0,547.0
69.98,23.5,0.0036316946891156,0.0,545.25
69.98,23.5,0.0036316946891156,0.0,541.25
70.03,23.5,0.0036373076192414,0.0,540.75
69.98,23.5,0.0036316946891156,0.0,533.333333333333
70.04,23.5,0.003639180293897,0.0,528.0
69.98,23.3925,0.0036149850646024,0.0,537.75
69.98,23.4725,0.0036274200490447,0.0,539.5
69.98,23.5,0.0036316946891156,0.0,535.25
69.98,23.5,0.0036316946891156,0.0,537.25
69.98,23.5,0.0036316946891156,0.0,535.25
69.98,23.5,0.0036316946891156,0.0,533.4
69.98,23.5,0.0036316946891156,0.0,524.5
69.98,23.434,0.0036214356510786,0.0,524.8
69.98,23.39,0.0036145964793036,0.0,522.666666666667
69.98,23.39,0.0036145964793036,0.0,521.0
70.03,23.39,0.0036201828305465,0.0,519.75
69.98,23.39,0.0036145964793036,0.0,523.0
69.98,23.39,0.0036145964793036,0.0,523.0
69.98,23.39,0.0036145964793036,0.0,519.0
69.98,23.365,0.0036107106528653,0.0,519.5
69.98,23.39,0.0036145964793036,0.0,519.75
69.98,23.365,0.0036107106528653,0.0,520.0
69.98,23.33,0.003605270576947,0.0,524.6
69.94,23.315,0.0035973784860785,0.0,520.25
69.94,23.34,0.0036012581843446,0.0,519.0
69.98,23.29,0.0035990534631735,0.0,523.2
69.86,23.29,0.0035842579084635,0.0,517.666666666667
69.84,23.29,0.00358130523727,0.0,514.2
69.84,23.29,0.0035824122377097,0.0,516.5
69.8,23.29,0.0035768802490343,0.0,521.0
69.8,23.29,0.0035768802490343,0.0,520.0
69.8,23.254,0.0035713196208366,0.0,517.8
69.8,23.26,0.003572246385338,0.0,514.333333333333
69.8,23.2675,0.0035734048448262,0.0,516.75
69.8,23.29,0.0035768802490343,0.0,520.75
69.8,23.29,0.0035768802490343,0.0,519.333333333333
69.8,23.29,0.0035768802490343,0.0,519.0
69.8,23.29,0.0035768802490343,0.0,509.75
69.8,23.29,0.0035768802490343,0.0,508.5
69.75,23.29,0.00357080375658,0.0,504.5
69.8,23.29,0.0035768802490343,0.0,506.5
69.75,23.29,0.00357080375658,0.0,509.0
69.73,23.29,0.0035687802813973,0.0,507.25
69.8,23.29,0.0035768802490343,0.0,509.333333333333
69.6,23.2,0.003538822218934,0.0,509.666666666667
69.6,23.245,0.0035457254426872,0.0,508.25
69.6,23.2225,0.0035422738117653,0.0,510.25
69.6,23.254,0.0035471061057214,0.0,504.0
69.6,23.26,0.0035480265511301,0.0,499.333333333333
69.6,23.2225,0.0035422738117653,0.0,495.0
69.6,23.2,0.003538822218934,0.0,496.25
69.6,23.2,0.003538822218934,0.0,494.75
69.6,23.2,0.003538822218934,0.0,492.5
69.6,23.2,0.003538822218934,0.0,494.25
69.6,23.2,0.003538822218934,0.0,492.333333333333
69.6,23.125,0.0035273171845867,0.0,493.75
69.6,23.125,0.0035273171845867,0.0,484.75
69.6,23.1,0.0035234822671828,0.0,489.25
69.6,23.1,0.0035234822671828,0.0,494.5
69.6,23.1,0.0035234822671828,0.0,495.666666666667
69.6,23.1,0.0035234822671828,0.0,501.5
69.6,23.1,0.0035234822671828,0.0,499.666666666667
69.6,23.1,0.0035234822671828,0.0,492.5
69.6,23.1,0.0035234822671828,0.0,494.25
69.6,23.1,0.0035234822671828,0.0,494.0
69.75,23.1,0.0035415072495743,0.0,489.25
69.65,23.1,0.003529481592297,0.0,490.0
69.6,23.1,0.0035234822671828,0.0,495.5
69.6,23.05,0.0035158125734374,0.0,498.0
69.6,23.05,0.0035158125734374,0.0,495.0
69.64,23.0,0.0035129208000967,0.0,490.2
69.67,23.0,0.0035161091390678,0.0,492.333333333333
69.6,23.0,0.0035081430677697,0.0,491.666666666667
69.6,22.956,0.0035013940583543,0.0,488.0
69.68,22.934,0.0035075530594368,0.0,488.0
69.6,23.0,0.0035081430677697,0.0,485.0
69.6,23.0,0.0035081430677697,0.0,490.0
69.65,22.9725,0.0035098907583883,0.0,489.5
69.6,22.945,0.0034997068287565,0.0,485.25
69.6,22.89,0.0034912708172997,0.0,485.666666666667
69.65,22.945,0.0035056654452869,0.0,485.0
69.6,22.956,0.0035013940583543,0.0,485.2
69.7,22.89,0.0035031680780759,0.0,484.0
69.6,22.9175,0.0034954887945841,0.0,483.0
69.6,22.89,0.0034912708172997,0.0,481.0
69.6,22.89,0.0034912708172997,0.0,476.5
69.6,22.89,0.0034912708172997,0.0,475.0
69.6,22.89,0.0034912708172997,0.0,476.0
69.6,22.89,0.0034912708172997,0.0,478.5
69.6,22.89,0.0034912708172997,0.0,481.0
69.6,22.89,0.0034912708172997,0.0,483.0
69.54,22.8566666666667,0.0034789756630827,0.0,480.25
69.6,22.89,0.0034912708172997,0.0,480.25
69.6,22.865,0.0034874363418602,0.0,470.75
69.6,22.89,0.0034912708172997,0.0,474.75
69.6,22.865,0.0034874363418602,0.0,482.25
69.6,22.89,0.0034912708172997,0.0,480.333333333333
69.6,22.89,0.0034912708172997,0.0,480.0
69.6,22.84,0.0034836019134338,0.0,481.5
69.6,22.84,0.0034836019134338,0.0,483.5
69.6,22.79,0.0034759331976165,0.0,475.6
69.6,22.76,0.0034713320583865,0.0,475.333333333333
69.6,22.815,0.0034797675320195,0.0,477.666666666667
69.6,22.79,0.0034759331976165,0.0,475.75
69.6,22.79,0.0034759331976165,0.0,479.166666666667
69.56,22.7675,0.0034671154696332,0.0,475.0
69.56,22.7675,0.0034671154696332,0.0,474.0
69.6,22.79,0.0034759331976165,0.0,477.333333333333
69.6,22.79,0.0034759331976165,0.0,473.0
69.6,22.7675,0.0034724823368476,0.0,470.0
69.56,22.675,0.0034529510444591,0.0,468.75
69.57,22.718,0.0034606059383399,0.0,471.4
69.6,22.7,0.0034621299830055,0.0,471.0
69.6,22.7,0.0034621299830055,0.0,468.0
69.53,22.678,0.0034502065947358,0.0,468.6
69.46,22.62,0.0034328250361985,0.0,467.4
69.42,22.6,0.0034255294987624,0.0,469.0
69.42,22.65,0.003433149934214,0.0,471.25
69.48,22.73,0.0034524593868991,0.0,470.666666666667
69.42,22.6,0.0034255294987624,0.0,466.75
69.42,22.64,0.0034316258322677,0.0,466.8
69.42,22.7,0.0034407705553688,0.0,468.75
69.42,22.65,0.003433149934214,0.0,467.5
69.42,22.6333333333333,0.0034306097684301,0.0,469.666666666667
69.42,22.7,0.0034407705553688,0.0,469.75
69.42,22.6,0.0034255294987624,0.0,469.75
69.42,22.6,0.0034255294987624,0.0,467.25
69.39,22.6,0.0034217142245253,0.0,461.4
69.42,22.6,0.0034255294987624,0.0,469.25
69.42,22.625,0.0034293396932757,0.0,468.0
69.31,22.6,0.00341282647306,0.0,469.0
69.42,22.6,0.0034255294987624,0.0,467.25
69.42,22.6,0.0034255294987624,0.0,467.4
69.42,22.6,0.0034255294987624,0.0,467.666666666667
69.34,22.6,0.0034159983324484,0.0,471.5
69.37,22.6,0.0034191727886417,0.0,471.666666666667
69.3,22.6,0.0034112415165962,0.0,464.75
69.3,22.6,0.0034112415165962,0.0,461.75
69.3,22.6,0.0034112415165962,0.0,458.5
69.34,22.55,0.0034083994007641,0.0,459.5
69.3,22.55,0.0034036532240966,0.0,460.5
69.37,22.5666666666667,0.0034141020802041,0.0,465.333333333333
69.3,22.5,0.0033960651157366,0.0,465.0
69.3,22.5,0.0033960651157366,0.0,459.0
69.38,22.5,0.0034055420080873,0.0,463.0
69.34,22.5,0.0034008006537347,0.0,460.75
69.26,22.5,0.0033913353879516,0.0,461.5
69.26,22.5,0.0033913353879516,0.0,466.0
69.38,22.5,0.0034055420080873,0.0,460.25
69.29,22.52,0.0033981530763599,0.0,457.4
69.26,22.5,0.0033913353879516,0.0,464.6
69.31,22.5,0.0033976429825202,0.0,464.333333333333
69.26,22.5,0.0033913353879516,0.0,459.333333333333
69.26,22.5,0.0033913353879516,0.0,459.75
69.3,22.5,0.0033960651157366,0.0,459.25
69.26,22.5,0.0033913353879516,0.0,463.0
69.3,22.445,0.0033877184092138,0.0,461.5
69.26,22.5,0.0033913353879516,0.0,454.5
69.26,22.5,0.0033913353879516,0.0,458.333333333333
69.29,22.5,0.003395118705559,0.0,463.0
69.26,22.5,0.0033913353879516,0.0,463.75
69.26,22.456,0.003384667354886,0.0,460.6
69.26,22.5,0.0033913353879516,0.0,455.25
69.26,22.5,0.0033913353879516,0.0,455.666666666667
69.26,22.5,0.0033913353879516,0.0,456.25
69.26,22.4266666666667,0.0033802220785036,0.0,459.666666666667
69.26,22.5,0.0033913353879516,0.0,462.0
69.3,22.4725,0.0033918917346256,0.0,460.25
69.29,22.434,0.0033851054908245,0.0,462.0
69.31,22.39,0.0033809419944111,0.0,461.0
69.26,22.39,0.0033746655718924,0.0,461.666666666667
69.34,22.39,0.003384084060222,0.0,460.25
69.3,22.365,0.0033755781428893,0.0,456.25
69.34,22.39,0.003384084060222,0.0,457.5
69.39,22.37,0.0033867018641742,0.0,455.8
69.37,22.39,0.0033872286981476,0.0,455.0
69.38,22.365,0.0033849975558648,0.0,451.25
69.34,22.39,0.003384084060222,0.0,453.75
69.32,22.39,0.0033821985121976,0.0,456.2
69.31,22.3566666666667,0.0033758812650259,0.0,453.666666666667
69.26,22.34,0.0033670886765457,0.0,452.75
69.37,22.3566666666667,0.0033821585076807,0.0,454.0
69.34,22.39,0.003384084060222,0.0,452.5
69.31,22.39,0.0033809419944111,0.0,456.0
69.34,22.34,0.003376485904043,0.0,451.5
69.26,22.37,0.0033716347917215,0.0,449.8
69.26,22.365,0.0033708771012689,0.0,449.25
69.26,22.365,0.0033708771012689,0.0,452.25
69.3,22.34,0.0033717844063245,0.0,451.25
69.26,22.34,0.0033670886765457,0.0,453.0
69.26,22.39,0.0033746655718924,0.0,453.25
69.26,22.315,0.0033633002977218,0.0,456.666666666667
69.26,22.29,0.0033595119647966,0.0,455.75
69.26,22.365,0.0033708771012689,0.0,458.0
69.26,22.34,0.0033670886765457,0.0,458.75
69.26,22.29,0.0033595119647966,0.0,455.5
69.26,22.29,0.0033595119647966,0.0,455.0
69.26,22.29,0.0033595119647966,0.0,453.333333333333
69.26,22.33,0.0033655733195082,0.0,454.6
69.26,22.29,0.0033595119647966,0.0,457.5
69.26,22.29,0.0033595119647966,0.0,449.666666666667
69.26,22.29,0.0033595119647966,0.0,452.0
69.26,22.29,0.0033595119647966,0.0,453.5
69.26,22.29,0.0033595119647966,0.0,452.0
69.26,22.29,0.0033595119647966,0.0,450.6
69.26,22.29,0.0033595119647966,0.0,450.666666666667
69.26,22.29,0.0033595119647966,0.0,451.0
69.26,22.29,0.0033595119647966,0.0,454.5
69.26,22.29,0.0033595119647966,0.0,457.25
69.26,22.315,0.0033633002977218,0.0,456.0
69.22,22.29,0.0033543130329164,0.0,456.5
69.22,22.29,0.0033543130329164,0.0,453.5
69.26,22.29,0.0033595119647966,0.0,454.25
69.22,22.22,0.0033437224474104,0.0,454.0
69.22,22.2675,0.0033509088770266,0.0,451.0
69.2,22.26,0.0033480451204124,0.0,450.25
69.12,22.2225,0.0033337558311517,0.0,449.75
69.22,22.2675,0.0033509088770266,0.0,452.0
69.17,22.245,0.0033423235093439,0.0,452.5
69.15,22.236,0.00333889431704,0.0,454.0
69.14,22.26,0.0033411367949556,0.0,453.0
69.26,22.29,0.0033595119647966,0.0,454.0
69.22,22.2675,0.0033509088770266,0.0,450.0
69.12,22.245,0.0033371493263296,0.0,451.75
69.22,22.2675,0.0033509088770266,0.0,450.25
69.12,22.2225,0.0033337558311517,0.0,445.0
69.17,22.2675,0.0033457223311072,0.0,446.25
69.2,22.26,0.0033480451204124,0.0,450.666666666667
69.15,22.236,0.00333889431704,0.0,453.6
69.14,22.23,0.0033366097602703,0.0,450.333333333333
69.17,22.245,0.0033423235093439,0.0,445.5
69.17,22.245,0.0033423235093439,0.0,443.0
69.17,22.245,0.0033423235093439,0.0,449.25
69.14,22.23,0.0033366097602703,0.0,454.666666666667
69.17,22.245,0.0033423235093439,0.0,449.0
69.12,22.2225,0.0033337558311517,0.0,448.5
69.08,22.2,0.0033252058118989,0.0,449.6
69.08,22.2,0.0033252058118989,0.0,454.0
69.08,22.2225,0.0033285939880228,0.0,451.25
69.08,22.2,0.0033252058118989,0.0,449.333333333333
69.08,22.2,0.0033252058118989,0.0,446.0
69.08,22.2225,0.0033285939880228,0.0,445.75
69.08,22.2,0.0033252058118989,0.0,451.5
69.08,22.2,0.0033252058118989,0.0,455.25
69.08,22.2,0.0033252058118989,0.0,455.25
69.14,22.23,0.0033366097602703,0.0,451.666666666667
69.08,22.2,0.0033252058118989,0.0,451.0
69.08,22.2,0.0033252058118989,0.0,448.75
69.08,22.2,0.0033252058118989,0.0,445.75
69.08,22.2,0.0033252058118989,0.0,444.75
69.08,22.2,0.0033252058118989,0.0,446.333333333333
69.08,22.2,0.0033252058118989,0.0,450.0
69.03,22.2225,0.0033234391868643,0.0,446.5
69.08,22.2225,0.0033285939880228,0.0,446.5
69.03,22.2675,0.003330205099058,0.0,447.75
69.04,22.254,0.0033292071835003,0.0,449.6
69.08,22.23,0.0033297233882232,0.0,451.666666666667
69.08,22.26,0.0033342410298212,0.0,450.0
69.08,22.2,0.0033252058118989,0.0,449.25
69.03,22.2,0.0033200562856713,0.0,449.75
68.99,22.2675,0.0033250467959681,0.0,453.75
69.08,22.2,0.0033252058118989,0.0,453.0
69.08,22.2,0.0033252058118989,0.0,450.5
69.02,22.23,0.0033228495395574,0.0,447.0
69.03,22.2675,0.003330205099058,0.0,443.75
69.08,22.2,0.0033252058118989,0.0,444.25
69.08,22.2675,0.0033353704504199,0.0,451.5
69.08,22.218,0.0033279163498607,0.0,448.4
69.08,22.2,0.0033252058118989,0.0,449.0
69.08,22.26,0.0033342410298212,0.0,449.333333333333
69.08,22.2,0.0033252058118989,0.0,446.25
69.08,22.2,0.0033252058118989,0.0,446.6
69.08,22.2,0.0033252058118989,0.0,447.666666666667
69.08,22.2,0.0033252058118989,0.0,447.0
69.08,22.2,0.0033252058118989,0.0,446.75
69.08,22.2,0.0033252058118989,0.0,449.333333333333
69.04,22.2,0.0033210856285391,0.0,451.2
69.08,22.2,0.0033252058118989,0.0,454.0
69.08,22.2,0.0033252058118989,0.0,451.0
69.08,22.2,0.0033252058118989,0.0,450.25
69.08,22.2225,0.0033285939880228,0.0,450.0
69.08,22.2225,0.0033285939880228,0.0,449.0
69.08,22.2,0.0033252058118989,0.0,446.0
69.04,22.218,0.0033237927900861,0.0,443.2
69.02,22.26,0.0033273578053557,0.0,443.333333333333
69.08,22.2,0.0033252058118989,0.0,448.0
69.08,22.2675,0.0033353704504199,0.0,454.0
69.08,22.29,0.0033387587366944,0.0,451.5
69.08,22.29,0.0033387587366944,0.0,451.333333333333
68.99,22.29,0.003328424538982,0.0,447.0
68.99,22.29,0.003328424538982,0.0,448.5
68.94,22.2225,0.0033131506773984,0.0,450.5
69.03,22.29,0.0033335881100598,0.0,446.5
69.08,22.29,0.0033387587366944,0.0,447.333333333333
69.03,22.29,0.0033335881100598,0.0,453.5
69.02,22.29,0.0033318661361591,0.0,451.333333333333
69.04,22.254,0.0033292071835003,0.0,449.4
68.96,22.26,0.003320487101931,0.0,453.666666666667
69.03,22.2,0.0033200562856713,0.0,448.25
69.03,22.29,0.0033335881100598,0.0,452.0
68.94,22.2675,0.0033198955328736,0.0,452.666666666667
69.08,22.2,0.0033252058118989,0.0,454.666666666667
69.08,22.254,0.0033333374962797,0.0,453.2
69.01,22.29,0.0033304891212768,0.0,447.6
69.08,22.29,0.0033387587366944,0.0,447.666666666667
68.99,22.29,0.003328424538982,0.0,448.0
68.99,22.29,0.003328424538982,0.0,451.0
69.08,22.29,0.0033387587366944,0.0,451.0
68.94,22.2675,0.0033198955328736,0.0,451.0
68.94,22.29,0.0033232680151758,0.0,449.75
68.94,22.29,0.0033222375553586,0.0,453.0
68.9,22.2675,0.003314751301506,0.0,453.5
68.9,22.29,0.0033181185303638,0.0,452.333333333333
68.94,22.29,0.0033232680151758,0.0,452.0
69.08,22.26,0.0033342410298212,0.0,450.666666666667
68.9,22.2,0.0033046498325125,0.0,449.5
69.08,22.2225,0.0033285939880228,0.0,449.75
69.01,22.2,0.0033169699431442,0.0,449.0
69.08,22.2,0.0033252058118989,0.0,451.333333333333
69.02,22.2,0.0033183413387629,0.0,449.0
69.02,22.2,0.0033183413387629,0.0,448.0
69.03,22.2,0.0033200562856713,0.0,443.25
68.99,22.245,0.003321669089444,0.0,446.5
69.08,22.245,0.0033319822008629,0.0,448.75
69.08,22.2225,0.0033285939880228,0.0,451.0
69.08,22.2,0.0033252058118989,0.0,451.5
69.02,22.2,0.0033183413387629,0.0,455.0
69.08,22.2,0.0033252058118989,0.0,451.6
69.08,22.2,0.0033252058118989,0.0,452.666666666667
69.08,22.14,0.0033161708550656,0.0,448.2
69.08,22.125,0.0033139121566512,0.0,445.75
69.08,22.1,0.0033101476955541,0.0,446.666666666667
69.08,22.1,0.0033101476955541,0.0,446.333333333333
69.08,22.125,0.0033139121566512,0.0,444.75
69.08,22.1,0.0033101476955541,0.0,444.5
69.04,22.14,0.0033120619260006,0.0,446.0
69.02,22.1333333333333,0.0033083233474975,0.0,443.333333333333
69.08,22.1,0.0033101476955541,0.0,447.0
69.02,22.1,0.0033033144722347,0.0,446.0
69.08,22.15,0.0033176766630738,0.0,445.25
69.03,22.125,0.0033087802127036,0.0,442.0
69.03,22.1,0.0033050216120851,0.0,443.0
69.08,22.1,0.0033101476955541,0.0,443.0
69.08,22.1,0.0033101476955541,0.0,446.333333333333
69.08,22.1333333333333,0.0033151669870892,0.0,449.0
69.08,22.125,0.0033139121566512,0.0,445.25
69.08,22.1,0.0033101476955541,0.0,441.25
69.03,22.175,0.0033162975494958,0.0,441.75
69.03,22.175,0.0033162975494958,0.0,441.5
69.08,22.1333333333333,0.0033151669870892,0.0,445.0
69.03,22.125,0.0033087802127036,0.0,446.0
68.99,22.2,0.0033149137858631,0.0,442.5
69.02,22.2,0.0033183413387629,0.0,445.0
68.94,22.2,0.0033097783042242,0.0,443.5
69.01,22.2,0.0033169699431442,0.0,443.0
69.08,22.2,0.0033252058118989,0.0,444.333333333333
68.96,22.2,0.0033114893521495,0.0,443.666666666667
69.04,22.2,0.0033210856285391,0.0,443.4
69.08,22.2,0.0033252058118989,0.0,447.0
69.08,22.2,0.0033252058118989,0.0,446.25
69.01,22.2,0.0033169699431442,0.0,445.6
68.99,22.2,0.0033149137858631,0.0,448.5
69.08,22.2,0.0033252058118989,0.0,443.666666666667
69.04,22.2,0.0033210856285391,0.0,444.4
69.08,22.2,0.0033252058118989,0.0,444.333333333333
69.03,22.2,0.0033200562856713,0.0,443.5
69.02,22.23,0.0033228495395574,0.0,451.0
69.03,22.2675,0.003330205099058,0.0,444.5
69.08,22.2225,0.0033285939880228,0.0,443.0
68.96,22.2,0.0033114893521495,0.0,445.666666666667
69.01,22.2,0.0033169699431442,0.0,447.8
69.08,22.2,0.0033252058118989,0.0,445.0
69.03,22.2,0.0033200562856713,0.0,442.5
68.94,22.245,0.0033165230869479,0.0,446.75
68.94,22.2675,0.0033198955328736,0.0,442.75
68.9,22.29,0.0033181185303638,0.0,441.333333333333
68.94,22.29,0.0033232680151758,0.0,443.75
68.9,22.29,0.0033181185303638,0.0,441.25
68.9,22.29,0.0033181185303638,0.0,440.25
68.9,22.29,0.0033181185303638,0.0,441.5
68.9,22.29,0.0033181185303638,0.0,439.333333333333
68.9,22.29,0.0033181185303638,0.0,439.0
68.9,22.29,0.0033181185303638,0.0,445.333333333333
68.9,22.29,0.0033181185303638,0.0,443.5
68.9,22.29,0.0033181185303638,0.0,439.8
68.9,22.29,0.0033181185303638,0.0,438.25
68.9,22.29,0.0033181185303638,0.0,443.0
68.9,22.29,0.0033181185303638,0.0,440.75
68.9,22.29,0.0033181185303638,0.0,438.2
68.9,22.29,0.0033181185303638,0.0,441.333333333333
68.9,22.29,0.0033181185303638,0.0,438.25
68.9,22.29,0.0033181185303638,0.0,436.5
68.9,22.29,0.0033181185303638,0.0,439.333333333333
68.9,22.29,0.0033181185303638,0.0,439.75
68.9,22.29,0.0033181185303638,0.0,439.75
68.9,22.29,0.0033181185303638,0.0,441.166666666667
68.9,22.29,0.0033181185303638,0.0,441.666666666667
68.9,22.29,0.0033181185303638,0.0,438.5
68.9,22.29,0.0033181185303638,0.0,439.75
68.9,22.29,0.0033181185303638,0.0,438.2
68.9,22.29,0.0033181185303638,0.0,438.666666666667
68.9,22.315,0.0033218599382935,0.0,442.0
68.9,22.39,0.0033330844307149,0.0,447.75
68.9,22.3566666666667,0.003328095717669,0.0,442.333333333333
68.9,22.365,0.0033293428884683,0.0,442.25
68.9,22.39,0.0033330844307149,0.0,445.75
